age,sex,year,value
1,female,1979,2.437783279986628e-6
1,female,1980,2.3555647150047493e-6
1,female,1981,2.306245424849699e-6
1,female,1982,2.2569261346946484e-6
1,female,1983,2.207606844539598e-6
1,female,1984,2.1582875543845476e-6
1,female,1985,2.1089682642294974e-6
1,female,1986,2.0596489740744467e-6
1,female,1987,2.0103296839193965e-6
1,female,1988,1.961010393764346e-6
1,female,1989,1.9116911036092956e-6
1,female,1990,1.8623718134542452e-6
1,female,1991,1.8021047436643434e-6
1,female,1992,1.7418376738744418e-6
1,female,1993,1.68157060408454e-6
1,female,1994,1.6213035342946382e-6
1,female,1995,1.5610364645047367e-6
1,female,1996,1.500769394714835e-6
1,female,1997,1.4405023249249333e-6
1,female,1998,1.3802352551350315e-6
1,female,1999,1.3199681853451297e-6
1,female,2000,1.259701115555228e-6
1,female,2001,1.3007880855214047e-6
1,female,2002,1.180268055294326e-6
1,female,2003,1.1337049189870501e-6
1,female,2004,1.2514837955526723e-6
1,female,2005,1.1419218854979701e-6
1,female,2006,1.199441341597475e-6
1,female,2007,1.2131366283067453e-6
1,female,2008,1.1830070879741386e-6
1,female,2009,1.067970074685248e-6
1,female,2010,1.1145320930320493e-6
1,female,2011,1.046058810640131e-6
1,female,2012,1.024147721951411e-6
1,female,2013,1.03784213183251e-6
1,female,2014,9.447214953907116e-7
1,male,1940,1.518233280117547e-5
1,male,1941,1.4332951444710216e-5
1,male,1942,1.3483570088244963e-5
1,male,1943,1.263418873177971e-5
1,male,1944,1.1784807375314456e-5
1,male,1945,1.0935426018849202e-5
1,male,1946,1.0086044662383949e-5
1,male,1947,9.236663305918696e-6
1,male,1948,8.387281949453442e-6
1,male,1949,7.5379005929881875e-6
1,male,1950,6.688519236522935e-6
1,male,1951,6.5156673208836216e-6
1,male,1952,6.342815405244308e-6
1,male,1953,6.169963489604995e-6
1,male,1954,5.997111573965682e-6
1,male,1955,5.824259658326369e-6
1,male,1956,5.651407742687056e-6
1,male,1957,5.4785558270477425e-6
1,male,1958,5.305703911408429e-6
1,male,1959,5.132851995769116e-6
1,male,1960,4.960000080129803e-6
1,male,1961,4.828376590938307e-6
1,male,1962,4.696753101746811e-6
1,male,1963,4.565129612555316e-6
1,male,1964,4.4335061233638196e-6
1,male,1965,4.3018826341723235e-6
1,male,1966,4.1702591449808275e-6
1,male,1967,4.038635655789331e-6
1,male,1968,3.907012166597836e-6
1,male,1969,3.77538867740634e-6
1,male,1970,3.643765188214844e-6
1,male,1971,3.556051337071384e-6
1,male,1972,3.4683374859279236e-6
1,male,1973,3.3806236347844633e-6
1,male,1974,3.292909783641003e-6
1,male,1975,3.205195932497543e-6
1,male,1976,3.1174820813540826e-6
1,male,1977,3.0297682302106223e-6
1,male,1978,2.942054379067162e-6
1,male,1979,2.854340527923702e-6
1,male,1980,2.7666266767802415e-6
1,male,1981,2.7035996992532367e-6
1,male,1982,2.640572721726232e-6
1,male,1983,2.5775457441992275e-6
1,male,1984,2.5145187666722226e-6
1,male,1985,2.4514917891452178e-6
1,male,1986,2.388464811618213e-6
1,male,1987,2.325437834091208e-6
1,male,1988,2.2624108565642037e-6
1,male,1989,2.199383879037199e-6
1,male,1990,2.136356901510194e-6
1,male,1991,2.0733444298345395e-6
1,male,1992,2.010331958158885e-6
1,male,1993,1.9473194864832307e-6
1,male,1994,1.8843070148075762e-6
1,male,1995,1.8212945431319216e-6
1,male,1996,1.758282071456267e-6
1,male,1997,1.6952695997806127e-6
1,male,1998,1.6322571281049581e-6
1,male,1999,1.5692446564293038e-6
1,male,2000,1.5062321847536492e-6
1,male,2001,1.5528016571861892e-6
1,male,2002,1.4788387474585948e-6
1,male,2003,1.4295312510083725e-6
1,male,2004,1.3911815899122415e-6
1,male,2005,1.4377491054164899e-6
1,male,2006,1.2898314999078554e-6
1,male,2007,1.3857031107491866e-6
1,male,2008,1.4377491054164899e-6
1,male,2009,1.2788749581412128e-6
1,male,2010,1.229571062787534e-6
1,male,2011,1.218614762172605e-6
1,male,2012,1.2131366283067453e-6
1,male,2013,1.267918460221126e-6
1,male,2014,1.0789257724673327e-6
2,female,1940,6.688519236522935e-6
2,female,1941,6.362112734267658e-6
2,female,1942,6.0357062320123805e-6
2,female,1943,5.709299729757103e-6
2,female,1944,5.382893227501826e-6
2,female,1945,5.05648672524655e-6
2,female,1946,4.730080222991272e-6
2,female,1947,4.403673720735996e-6
2,female,1948,4.077267218480718e-6
2,female,1949,3.7508607162254414e-6
2,female,1950,3.4244542139701642e-6
2,female,1951,3.33674738759194e-6
2,female,1952,3.249040561213716e-6
2,female,1953,3.1613337348354916e-6
2,female,1954,3.0736269084572676e-6
2,female,1955,2.9859200820790433e-6
2,female,1956,2.898213255700819e-6
2,female,1957,2.810506429322595e-6
2,female,1958,2.7227996029443706e-6
2,female,1959,2.6350927765661463e-6
2,female,1960,2.5473859501879223e-6
2,female,1961,2.50354307105295e-6
2,female,1962,2.4597001919179773e-6
2,female,1963,2.415857312783005e-6
2,female,1964,2.3720144336480328e-6
2,female,1965,2.3281715545130605e-6
2,female,1966,2.284328675378088e-6
2,female,1967,2.2404857962431155e-6
2,female,1968,2.1966429171081432e-6
2,female,1969,2.1528000379731705e-6
2,female,1970,2.1089571588381983e-6
2,female,1971,2.0514240325678673e-6
2,female,1972,1.9938909062975368e-6
2,female,1973,1.9363577800272062e-6
2,female,1974,1.8788246537568753e-6
2,female,1975,1.8212915274865445e-6
2,female,1976,1.7637584012162138e-6
2,female,1977,1.706225274945883e-6
2,female,1978,1.6486921486755523e-6
2,female,1979,1.5911590224052215e-6
2,female,1980,1.5336258961348908e-6
2,female,1981,1.4952771941884127e-6
2,female,1982,1.4569284922419346e-6
2,female,1983,1.4185797902954568e-6
2,female,1984,1.3802310883489787e-6
2,female,1985,1.3418823864025006e-6
2,female,1986,1.3035336844560225e-6
2,female,1987,1.2651849825095447e-6
2,female,1988,1.2268362805630666e-6
2,female,1989,1.1884875786165885e-6
2,female,1990,1.1501388766701104e-6
2,female,1991,1.1117955454216667e-6
2,female,1992,1.073452214173223e-6
2,female,1993,1.0351088829247794e-6
2,female,1994,9.967655516763357e-7
2,female,1995,9.58422220427892e-7
2,female,1996,9.200788891794483e-7
2,female,1997,8.817355579310047e-7
2,female,1998,8.43392226682561e-7
2,female,1999,8.050488954341172e-7
2,female,2000,7.667055641856736e-7
2,female,2001,8.023078244665745e-7
2,female,2002,7.557511157007447e-7
2,female,2003,8.242171378298389e-7
2,female,2004,7.311037668610787e-7
2,female,2005,7.11933760054339e-7
2,female,2006,7.749214293133455e-7
2,female,2007,7.201494608214243e-7
2,female,2008,6.818097348312087e-7
2,female,2009,6.982409802277549e-7
2,female,2010,6.188242076613993e-7
2,female,2011,6.160857393498879e-7
2,female,2012,6.407320527629683e-7
2,female,2013,5.996549869998559e-7
2,female,2014,5.969165378618122e-7
2,male,1940,7.923844252802442e-6
2,male,1941,7.547929744548548e-6
2,male,1942,7.172015236294654e-6
2,male,1943,6.79610072804076e-6
2,male,1944,6.420186219786866e-6
2,male,1945,6.044271711532972e-6
2,male,1946,5.668357203279078e-6
2,male,1947,5.292442695025184e-6
2,male,1948,4.916528186771289e-6
2,male,1949,4.540613678517397e-6
2,male,1950,4.164699170263502e-6
2,male,1951,4.0632632730580885e-6
2,male,1952,3.961827375852676e-6
2,male,1953,3.860391478647262e-6
2,male,1954,3.758955581441849e-6
2,male,1955,3.6575196842364357e-6
2,male,1956,3.556083787031022e-6
2,male,1957,3.454647889825609e-6
2,male,1958,3.3532119926201956e-6
2,male,1959,3.251776095414782e-6
2,male,1960,3.150340198209369e-6
2,male,1961,3.0927851864806206e-6
2,male,1962,3.0352301747518723e-6
2,male,1963,2.9776751630231245e-6
2,male,1964,2.9201201512943763e-6
2,male,1965,2.862565139565628e-6
2,male,1966,2.80501012783688e-6
2,male,1967,2.747455116108132e-6
2,male,1968,2.6899001043793833e-6
2,male,1969,2.6323450926506355e-6
2,male,1970,2.5747900809218873e-6
2,male,1971,2.5172471658463664e-6
2,male,1972,2.459704250770845e-6
2,male,1973,2.4021613356953244e-6
2,male,1974,2.344618420619803e-6
2,male,1975,2.2870755055442823e-6
2,male,1976,2.2295325904687614e-6
2,male,1977,2.17198967539324e-6
2,male,1978,2.1144467603177193e-6
2,male,1979,2.056903845242198e-6
2,male,1980,1.9993609301666773e-6
2,male,1981,1.947308711895869e-6
2,male,1982,1.8952564936250607e-6
2,male,1983,1.8432042753542526e-6
2,male,1984,1.7911520570834443e-6
2,male,1985,1.739099838812636e-6
2,male,1986,1.6870476205418278e-6
2,male,1987,1.6349954022710197e-6
2,male,1988,1.5829431840002114e-6
2,male,1989,1.5308909657294031e-6
2,male,1990,1.4788387474585948e-6
2,male,1991,1.4350129749155904e-6
2,male,1992,1.391187202372586e-6
2,male,1993,1.3473614298295815e-6
2,male,1994,1.303535657286577e-6
2,male,1995,1.2597098847435728e-6
2,male,1996,1.2158841122005683e-6
2,male,1997,1.1720583396575639e-6
2,male,1998,1.1282325671145594e-6
2,male,1999,1.084406794571555e-6
2,male,2000,1.0405810220285505e-6
2,male,2001,1.0296254776842343e-6
2,male,2002,9.885425768272475e-7
2,male,2003,1.0159311089017153e-6
2,male,2004,8.926848721465614e-7
2,male,2005,9.967591076813208e-7
2,male,2006,9.036398685339303e-7
2,male,2007,8.926848721465614e-7
2,male,2008,9.063786244796775e-7
2,male,2009,8.73513733944241e-7
2,male,2010,8.817299195933801e-7
2,male,2011,8.242171378298389e-7
2,male,2012,8.296944935656948e-7
2,male,2013,7.913532335320585e-7
2,male,2014,7.612283344644618e-7
3,female,1940,4.768009742101982e-6
3,female,1941,4.55416868442141e-6
3,female,1942,4.3403276267408385e-6
3,female,1943,4.1264865690602665e-6
3,female,1944,3.912645511379695e-6
3,female,1945,3.6988044536991232e-6
3,female,1946,3.484963396018552e-6
3,female,1947,3.27112233833798e-6
3,female,1948,3.0572812806574083e-6
3,female,1949,2.8434402229768367e-6
3,female,1950,2.629599165296265e-6
3,female,1951,2.5610956948630713e-6
3,female,1952,2.4925922244298775e-6
3,female,1953,2.4240887539966837e-6
3,female,1954,2.35558528356349e-6
3,female,1955,2.287081813130296e-6
3,female,1956,2.218578342697102e-6
3,female,1957,2.1500748722639082e-6
3,female,1958,2.0815714018307145e-6
3,female,1959,2.0130679313975207e-6
3,female,1960,1.944564460964327e-6
3,female,1961,1.9144283631314014e-6
3,female,1962,1.8842922652984763e-6
3,female,1963,1.8541561674655508e-6
3,female,1964,1.8240200696326255e-6
3,female,1965,1.7938839717997002e-6
3,female,1966,1.7637478739667749e-6
3,female,1967,1.7336117761338496e-6
3,female,1968,1.703475678300924e-6
3,female,1969,1.6733395804679988e-6
3,female,1970,1.6432034826350735e-6
3,female,1971,1.5938970220385772e-6
3,female,1972,1.5445905614420809e-6
3,female,1973,1.4952841008455846e-6
3,female,1974,1.4459776402490882e-6
3,female,1975,1.396671179652592e-6
3,female,1976,1.3473647190560956e-6
3,female,1977,1.2980582584595993e-6
3,female,1978,1.248751797863103e-6
3,female,1979,1.1994453372666067e-6
3,female,1980,1.1501388766701104e-6
3,female,1981,1.1227502349785341e-6
3,female,1982,1.095361593286958e-6
3,female,1983,1.0679729515953818e-6
3,female,1984,1.0405843099038055e-6
3,female,1985,1.0131956682122295e-6
3,female,1986,9.858070265206532e-7
3,female,1987,9.58418384829077e-7
3,female,1988,9.310297431375008e-7
3,female,1989,9.036411014459246e-7
3,female,1990,8.762524597543484e-7
3,female,1991,8.516050246088434e-7
3,female,1992,8.269575894633384e-7
3,female,1993,8.023101543178335e-7
3,female,1994,7.776627191723285e-7
3,female,1995,7.530152840268235e-7
3,female,1996,7.283678488813185e-7
3,female,1997,7.037204137358136e-7
3,female,1998,6.790729785903086e-7
3,female,1999,6.544255434448036e-7
3,female,2000,6.297781082992987e-7
3,female,2001,5.996549869998559e-7
3,female,2002,5.339329636466304e-7
3,female,2003,5.969165378618122e-7
3,female,2004,5.394097386689582e-7
3,female,2005,5.065492528701582e-7
3,female,2006,5.175027043141322e-7
3,female,2007,5.421481302885141e-7
3,female,2008,5.28456199580282e-7
3,female,2009,5.28456199580282e-7
3,female,2010,4.709508383198306e-7
3,female,2011,4.791658159800933e-7
3,female,2012,4.983341930453457e-7
3,female,2013,4.4356775747390473e-7
3,female,2014,4.326146018204462e-7
3,male,1940,5.508618099805971e-6
3,male,1941,5.270049320426511e-6
3,male,1942,5.031480541047052e-6
3,male,1943,4.7929117616675925e-6
3,male,1944,4.5543429822881335e-6
3,male,1945,4.315774202908674e-6
3,male,1946,4.077205423529215e-6
3,male,1947,3.838636644149755e-6
3,male,1948,3.6000678647702955e-6
3,male,1949,3.361499085390836e-6
3,male,1950,3.1229303060113767e-6
3,male,1951,3.0516742164937037e-6
3,male,1952,2.9804181269760308e-6
3,male,1953,2.9091620374583578e-6
3,male,1954,2.8379059479406848e-6
3,male,1955,2.7666498584230118e-6
3,male,1956,2.6953937689053388e-6
3,male,1957,2.624137679387666e-6
3,male,1958,2.552881589869993e-6
3,male,1959,2.48162550035232e-6
3,male,1960,2.410369410834647e-6
3,male,1961,2.3829681599022016e-6
3,male,1962,2.3555669089697563e-6
3,male,1963,2.328165658037311e-6
3,male,1964,2.300764407104866e-6
3,male,1965,2.27336315617242e-6
3,male,1966,2.245961905239975e-6
3,male,1967,2.2185606543075297e-6
3,male,1968,2.1911594033750845e-6
3,male,1969,2.1637581524426393e-6
3,male,1970,2.136356901510194e-6
3,male,1971,2.0815626254770836e-6
3,male,1972,2.0267683494439732e-6
3,male,1973,1.971974073410863e-6
3,male,1974,1.9171797973777525e-6
3,male,1975,1.862385521344642e-6
3,male,1976,1.8075912453115317e-6
3,male,1977,1.7527969692784213e-6
3,male,1978,1.6980026932453107e-6
3,male,1979,1.6432084172122003e-6
3,male,1980,1.58841414117909e-6
3,male,1981,1.544586614728192e-6
3,male,1982,1.500759088277294e-6
3,male,1983,1.456931561826396e-6
3,male,1984,1.4131040353754982e-6
3,male,1985,1.3692765089246e-6
3,male,1986,1.3254489824737022e-6
3,male,1987,1.2816214560228043e-6
3,male,1988,1.2377939295719062e-6
3,male,1989,1.1939664031210083e-6
3,male,1990,1.1501388766701104e-6
3,male,1991,1.1145341767187593e-6
3,male,1992,1.0789294767674082e-6
3,male,1993,1.043324776816057e-6
3,male,1994,1.0077200768647057e-6
3,male,1995,9.721153769133546e-7
3,male,1996,9.365106769620035e-7
3,male,1997,9.009059770106524e-7
3,male,1998,8.653012770593013e-7
3,male,1999,8.296965771079501e-7
3,male,2000,7.940918771565989e-7
3,male,2001,7.694441831555057e-7
3,male,2002,7.311037668610787e-7
3,male,2003,7.886145926469522e-7
3,male,2004,6.845482688823615e-7
3,male,2005,7.146723242372158e-7
3,male,2006,6.900253452029415e-7
3,male,2007,6.818097348312087e-7
3,male,2008,7.03718083940425e-7
3,male,2009,6.681171056623399e-7
3,male,2010,6.763326749459337e-7
3,male,2011,6.571630516327107e-7
3,male,2012,6.133472737771558e-7
3,male,2013,5.722706188736523e-7
3,male,2014,5.695321971255067e-7
4,female,1940,3.835676702609446e-6
4,female,1941,3.660264801385811e-6
4,female,1942,3.4848529001621756e-6
4,female,1943,3.3094409989385403e-6
4,female,1944,3.134029097714905e-6
4,female,1945,2.95861719649127e-6
4,female,1946,2.7832052952676346e-6
4,female,1947,2.6077933940439993e-6
4,female,1948,2.432381492820364e-6
4,female,1949,2.256969591596729e-6
4,female,1950,2.0815576903730936e-6
4,female,1951,2.0377222695992917e-6
4,female,1952,1.9938868488254897e-6
4,female,1953,1.9500514280516874e-6
4,female,1954,1.9062160072778855e-6
4,female,1955,1.8623805865040835e-6
4,female,1956,1.8185451657302816e-6
4,female,1957,1.7747097449564795e-6
4,female,1958,1.7308743241826775e-6
4,female,1959,1.6870389034088754e-6
4,female,1960,1.6432034826350735e-6
4,female,1961,1.61854914237538e-6
4,female,1962,1.5938948021156866e-6
4,female,1963,1.5692404618559931e-6
4,female,1964,1.5445861215962997e-6
4,female,1965,1.5199317813366063e-6
4,female,1966,1.495277441076913e-6
4,female,1967,1.4706231008172196e-6
4,female,1968,1.4459687605575262e-6
4,female,1969,1.4213144202978327e-6
4,female,1970,1.3966600800381393e-6
4,female,1971,1.3473580588877184e-6
4,female,1972,1.2980560377372975e-6
4,female,1973,1.2487540165868766e-6
4,female,1974,1.1994519954364557e-6
4,female,1975,1.1501499742860348e-6
4,female,1976,1.1008479531356139e-6
4,female,1977,1.051545931985193e-6
4,female,1978,1.002243910834772e-6
4,female,1979,9.529418896843512e-7
4,female,1980,9.036398685339303e-7
4,female,1981,8.817307085687734e-7
4,female,1982,8.598215486036166e-7
4,female,1983,8.379123886384597e-7
4,female,1984,8.160032286733027e-7
4,female,1985,7.940940687081458e-7
4,female,1986,7.72184908742989e-7
4,female,1987,7.502757487778321e-7
4,female,1988,7.283665888126752e-7
4,female,1989,7.064574288475184e-7
4,female,1990,6.845482688823615e-7
4,female,1991,6.681175493963656e-7
4,female,1992,6.516868299103697e-7
4,female,1993,6.352561104243739e-7
4,female,1994,6.18825390938378e-7
4,female,1995,6.023946714523823e-7
4,female,1996,5.859639519663864e-7
4,female,1997,5.695332324803906e-7
4,female,1998,5.531025129943947e-7
4,female,1999,5.366717935083989e-7
4,female,2000,5.20241074022403e-7
4,female,2001,4.846424814473351e-7
4,female,2002,4.5452095694717225e-7
4,female,2003,4.709508383198306e-7
4,female,2004,4.5999757311619204e-7
4,female,2005,4.408294644523707e-7
4,female,2006,4.5178265297065314e-7
4,female,2007,4.1618495050178546e-7
4,female,2008,4.326146018204462e-7
4,female,2009,4.189232188746194e-7
4,female,2010,3.723730289899955e-7
4,female,2011,4.1344668486733074e-7
4,female,2012,3.8332594364077125e-7
4,female,2013,3.723730289899955e-7
4,female,2014,3.559437391714393e-7
4,male,1940,4.43891476769352e-6
4,male,1941,4.257983207453795e-6
4,male,1942,4.077051647214069e-6
4,male,1943,3.896120086974344e-6
4,male,1944,3.715188526734618e-6
4,male,1945,3.5342569664948927e-6
4,male,1946,3.3533254062551668e-6
4,male,1947,3.1723938460154416e-6
4,male,1948,2.9914622857757157e-6
4,male,1949,2.8105307255359906e-6
4,male,1950,2.629599165296265e-6
4,male,1951,2.569315206370921e-6
4,male,1952,2.509031247445576e-6
4,male,1953,2.448747288520232e-6
4,male,1954,2.3884633295948873e-6
4,male,1955,2.328179370669543e-6
4,male,1956,2.267895411744199e-6
4,male,1957,2.207611452818854e-6
4,male,1958,2.14732749389351e-6
4,male,1959,2.0870435349681653e-6
4,male,1960,2.026759576042821e-6
4,male,1961,1.9993621639343014e-6
4,male,1962,1.9719647518257814e-6
4,male,1963,1.9445673397172618e-6
4,male,1964,1.9171699276087417e-6
4,male,1965,1.8897725155002221e-6
4,male,1966,1.8623751033917023e-6
4,male,1967,1.8349776912831825e-6
4,male,1968,1.8075802791746626e-6
4,male,1969,1.7801828670661428e-6
4,male,1970,1.752785454957623e-6
4,male,1971,1.7062161454974092e-6
4,male,1972,1.6596468360371954e-6
4,male,1973,1.6130775265769815e-6
4,male,1974,1.5665082171167677e-6
4,male,1975,1.519938907656554e-6
4,male,1976,1.4733695981963401e-6
4,male,1977,1.4268002887361263e-6
4,male,1978,1.3802309792759125e-6
4,male,1979,1.3336616698156987e-6
4,male,1980,1.2870923603554849e-6
4,male,1981,1.254224675119493e-6
4,male,1982,1.2213569898835011e-6
4,male,1983,1.1884893046475093e-6
4,male,1984,1.1556216194115176e-6
4,male,1985,1.1227539341755256e-6
4,male,1986,1.0898862489395338e-6
4,male,1987,1.057018563703542e-6
4,male,1988,1.02415087846755e-6
4,male,1989,9.912831932315583e-7
4,male,1990,9.584155079955666e-7
4,male,1991,9.255517680259398e-7
4,male,1992,8.92688028056313e-7
4,male,1993,8.598242880866862e-7
4,male,1994,8.269605481170594e-7
4,male,1995,7.940968081474327e-7
4,male,1996,7.612330681778059e-7
4,male,1997,7.283693282081791e-7
4,male,1998,6.955055882385522e-7
4,male,1999,6.626418482689254e-7
4,male,2000,6.297781082992987e-7
4,male,2001,6.489475398718211e-7
4,male,2002,6.270396290313997e-7
4,male,2003,5.887012068810161e-7
4,male,2004,5.695321971255067e-7
4,male,2005,5.832243332559409e-7
4,male,2006,5.476249217441333e-7
4,male,2007,5.640553618464844e-7
4,male,2008,5.339329636466304e-7
4,male,2009,4.983341930453457e-7
4,male,2010,4.873808182893356e-7
4,male,2011,5.010725435815295e-7
4,male,2012,5.476249217441333e-7
4,male,2013,4.928575001895152e-7
4,male,2014,5.065492528701582e-7
5,female,1940,3.287393775547918e-6
5,female,1941,3.139412206584353e-6
5,female,1942,2.991430637620788e-6
5,female,1943,2.8434490686572233e-6
5,female,1944,2.695467499693658e-6
5,female,1945,2.547485930730093e-6
5,female,1946,2.399504361766528e-6
5,female,1947,2.251522792802963e-6
5,female,1948,2.1035412238393978e-6
